TTD Target ID	Target Name	Target Type	Uniprot ID
TTDI00215	Resistance to inhibitors of cholinesterase (Ric-8)B	Research target	Q9NVN3
TTDI00217	TAGLN	Research target	Q01995
TTDI00222	Multidrug resistance protein 4	Research target	O15439
TTDI00223	Hippo-Yes-associated protein 1	Research target	P46937
TTDI00224	Ubiquitin-specific protease 37	Research target	Q86T82
TTDI00226	NM23-H1	Research target	P15531
TTDI00227	HS-1-associated protein X-1	Research target	O00165
TTDI00228	MPHOSPH1	Research target	Q96Q89
TTDI00229	Annexin A8	Research target	P13928
TTDI00230	Borealin/Dasra B	Research target	Q53HL2
TTDI00232	TNF receptor-associated factor 6	Research target	Q9Y4K3
TTDI00233	ATP-binding cassette G1 transporter	Research target	P45844
TTDI00236	PSMD10	Research target	O75832
TTDI00240	PRL-1	Research target	Q93096
TTDI00242	PRL-2	Research target	Q12974
TTDI00244	PRL-3	Research target	O75365
TTDI00245	Cdc2-like kinase 1	Research target	P49759
TTDI00246	Cullin 3	Research target	Q13618
TTDI00290	Sphingosine kinase 2	Clinical trial target	Q9NRA0
TTDI00319	Purine nucleoside phosphorylase	Clinical trial target	P00491
TTDI00342	CXCR4 chemokine	Clinical trial target	P61073
TTDI00350	AKT1 protein kinase	Clinical trial target	P31749
TTDI00462	Nicotinic acid receptor 1	Clinical trial target	Q8TDS4
TTDI00558	Interleukin-16 ligand	Clinical trial target	Q14005
TTDI00587	GTP cyclohydrolase-I	Clinical trial target	P30793
TTDI00605	Proliferating cell nuclear antigen	Clinical trial target	P12004
TTDI00607	12/15-lipoxygenase	Discontinued target	P16050
TTDI00641	Protein phosphatase 2A	Clinical trial target	P67775
TTDI00662	Connecting peptide (C-peptide)	Clinical trial target	P02765 (301-340)
TTDI00711	Methionine aminopeptidase-2	Clinical trial target	P50579
TTDI00747	Stearoyl CoA desaturase-1	Clinical trial target	O00767
TTDI00764	Bacteria chorismate synthase	Discontinued target	P12008
TTDI00816	Glutathione reductase	Research target	P00390
TTDI00862	Dihydroorotate dehydrogenase	Clinical trial target	Q02127
TTDI00870	DNA topoisomerase I	Clinical trial target	Q969P6
TTDI00909	Ryanodine receptor	Clinical trial target	P21817
TTDI00915	Angiotensin-converting enzyme	Clinical trial target	P12821
TTDI00931	DHFR	Clinical trial target	P00374
TTDI00934	RNA polymerase	Discontinued target	P9WGZ1; P9WGY9; P9WGY7; P9WGY5
TTDI00939	Estrogen receptor alpha	Clinical trial target	P03372
TTDI00956	Thioredoxin reductase	Discontinued target	P30044
TTDI00964	Thymidylate synthase	Clinical trial target	P04818
TTDI00965	Squalene epoxidase	Clinical trial target	Q14534
TTDI00967	Tubulin beta-1 chain	Clinical trial target	Q9H4B7
TTDI00990	Farnesyl pyrophosphate synthase	Clinical trial target	P14324
TTDI01008	Voltage-dependent calcium channel subunit alpha-2/delta-1	Clinical trial target	P54289
TTDI01014	Carnitine palmitoyltransferase-I	Discontinued target	Q92523
TTDI01022	CD11a	Clinical trial target	P20701
TTDI01040	Hemoglobin	Clinical trial target	P69905
TTDI01041	Hemoglobin subunit beta	Clinical trial target	P68871
TTDI01745	Integrin alpha-4/beta-4	Clinical trial target	P13612; P16144
TTDI01746	Interleukin-12 ligand	Clinical trial target	P29459; P29460
TTDI01749	Muscarinic receptor	Successful target	P11229; P08172; P20309; P08173; P08912
TTDI01750	Alpha 2 adrenoceptor	Successful target	P08913; P18825
TTDI01752	Nicotinic ACh receptor	Clinical trial target	P02708; Q15822; P32297; P43681; P30532; Q15825; P36544; Q9UGM1; Q9GZZ6; P11230; P17787; Q05901; P30926; Q07001; P07510; Q04844
TTDI01753	Acetyl CoA carboxylase	Discontinued target	Q13085; O00763
TTDI01755	Acetylcholine receptor	Successful target	P02708; Q15822; P32297; P43681; P30532; Q15825; P36544; Q9UGM1; Q9GZZ6; P11230; P17787; Q05901; P30926; Q07001; Q04844; P07510; P11229; P08172; P20309; P08173; P08912
TTDI01756	Beta adrenoceptor	Successful target	P08588; P07550; P13945
TTDI01760	Gelatinase	Discontinued target	P08253; P14780
TTDI01762	Alpha 1 adrenoceptor	Successful target	P35348; P25100
TTDI01763	ACTH releasing factor receptor	Discontinued target	P34998; Q13324
TTDI01764	Alpha adrenoceptor	Successful target	P35348; P25100; P08913; P18825
TTDI01765	Fibrinogen	Discontinued target	P02671; P02675; P02679
TTDI01766	Melatonin receptor	Discontinued target	P49286; P48039
TTDI01767	Ras GTPase	Clinical trial target	P01112; P01116; P01111
TTDI01768	Integrin alpha-5/beta-1	Clinical trial target	P08648; P05556
TTDI01769	Bradykinin receptor	Discontinued target	P46663; P30411
TTDI01771	Inosine monophosphate dehydrogenase	Successful target	P20839; P12268
TTDI01772	CC chemokine receptor	Discontinued target	P32246; P41597; P51677; P51679; P51681; P51684; P32248; P51685; P51686; P46092
TTDI01773	Selectin	Discontinued target	P16581; P14151; P16109
TTDI01774	GABA A receptor	Successful target	P14867; P47869; P34903; P48169; P31644; Q16445; P18505; P47870; P28472; Q8N1C3; P18507; Q99928
TTDI01775	MEK protein kinase	Clinical trial target	Q02750; P36507
TTDI01776	Phosphodiesterase (PDE) 7	Discontinued target	Q13946; Q9NP56
TTDI01777	Aurora protein kinase	Clinical trial target	O14965; Q96GD4; Q9UQB9
TTDI01778	Bombesin receptor	Clinical trial target	P28336; P30550; P32247
TTDI01779	Notch receptor	Clinical trial target	P46531; Q04721; Q9UM47; Q99466
TTDI01781	Integrin alpha-V/beta-5	Clinical trial target	P06756; P18084
TTDI01784	Adenosine A2 receptor	Clinical trial target	P29274; P29275
TTDI01785	Leukotriene B4 receptor	Clinical trial target	Q15722; Q9NPC1
TTDI01786	Integrin alpha-2/beta-1	Clinical trial target	P17301; P05556
TTDI01787	Integrin alpha-M/beta-2	Clinical trial target	P11215; P05107
TTDI01789	Integrin alpha-5/beta-3	Clinical trial target	P08648; P05106
TTDI01790	Integrin alpha-V/beta-1	Clinical trial target	P06756; P05556
TTDI01793	Heme oxygenase	Research target	P09601; P30519
TTDI01795	Integrin alpha-5/beta-5	Clinical trial target	P08648; P18084
TTDI01796	Interleukin-17 ligand	Clinical trial target	Q16552; Q9UHF5; Q9P0M4; Q8TAD2; Q9H293
TTDI01797	Integrin alpha-4/beta-1	Clinical trial target	P13612; P05556
TTDI01799	Interferon alpha ligand	Successful target	P01566; P01570; P05015; P01571; P01568; P01562; P01563; P05014; P01569; P05013; P01567; P32881
TTDI01800	Interleukin-3 receptor	Clinical trial target	P26951; P32927
TTDI01801	Cyclin D	Discontinued target	P24385; P30279; P30281
TTDI01803	Galanin receptor	Discontinued target	P47211; O43603; O60755
TTDI01804	CXCR chemokine	Discontinued target	P25024; P25025; P49682; P61073
TTDI01805	Integrin alpha-1/beta-1	Discontinued target	P56199; P05556
TTDI01807	Trk receptor	Clinical trial target	P04629; Q16620; Q16288
TTDI01808	Interleukin-23 ligand	Clinical trial target	P29459; Q9NPF7
TTDI01809	Integrin alpha-1/beta-3	Clinical trial target	P56199; P05106
TTDI01813	Integrin alpha-V/beta-6	Clinical trial target	P06756; P18564
TTDI01814	Nerve growth factor ligand	Clinical trial target	P01138; P20783
TTDI01815	Activin type-II receptor	Clinical trial target	P27037; Q13705
TTDI01816	Alpha-4/beta-2 nicotinic receptor	Clinical trial target	P43681; P17787
TTDI01817	Bone morphogenetic protein receptor	Research target	P36894; O00238; Q13873
TTDI01819	Natriuretic peptide receptor	Clinical trial target	P16066; P20594; P17342
TTDI01820	Aggrecanase	Research target	O75173; Q9UNA0
TTDI01821	Amiloride sensitive sodium channel	Research target	P78348; Q16515; Q9UHC3
TTDI01825	Histone acetyltransferase	Research target	Q09472; Q92830; O95251; Q92794; Q92993; Q92831; Q9H7Z6; Q8WYB5
TTDI01826	Alkaline phosphatase	Research target	P05186; P09923; P05187; P10696
TTDI01868	ATP sensitive potassium channel	Successful target	Q15842; Q14654; Q09428; O60706
TTDI01869	Colony stimulating factor ligand	Successful target	P09603; P04141; P09919
TTDI01904	CD80	Clinical trial target	P33681
TTDI01905	Protein kinase C epsilon	Clinical trial target	Q02156
TTDI01906	Trace amine-associated receptor-1	Clinical trial target	Q96RJ0
TTDI01907	Androgen receptor	Clinical trial target	P10275
TTDI01908	GCSF receptor	Clinical trial target	Q99062
TTDI01909	GABA A receptor delta subunit	Clinical trial target	O14764
TTDI01914	Bacterial DNA gyrase	Successful target	P20831; P0A0K8
TTDI01915	Bacteria 50S ribosomal subunit	Clinical trial target	P0A7L0; P60422; P60438; P0AG55; P0A7K2; P0A7J3
TTDI01916	Leukotriene CysLT2 receptor	Clinical trial target	Q9NS75
TTDI01917	Erythropoietin ligand	Clinical trial target	P01588
TTDI01918	Folate receptor alpha	Clinical trial target	P15328
TTDI01919	Respiratory syncytial virus protein F	Clinical trial target	P03420
TTDI01920	HIV GAG protein	Clinical trial target	P04591
TTDI01921	Interferon alpha 2 ligand	Clinical trial target	P01563
TTDI01922	Interferon beta ligand	Clinical trial target	P01574
TTDI01923	Tubulin receptor	Clinical trial target	Q9BQE3
TTDI01924	HIV envelope glycoprotein gp120	Clinical trial target	O70902 (29-500)
TTDI01925	Hepatitis C virus serine protease NS3	Clinical trial target	P26664 (1027-1657)
TTDI01926	Hepatitis C virus NS5B polymerase	Clinical trial target	P26664 (2421-3011)
TTDI01927	Hepatitis C virus protease	Clinical trial target	P26662 (810-1657)
TTDI01928	Leishmania donovani DNA topoisomerase I	Clinical trial target	Q9NJG8
TTDI01929	Schistosoma mansoni purine nucleoside phosphorylase	Clinical trial target	Q9BMI9
TTDI01931	AP1 transcription factor	Discontinued target	P05412
TTDI01932	CD86	Clinical trial target	P42081
TTDI01933	ICAM-1	Clinical trial target	P05362
TTDI01934	Protein tyrosine phosphatase-1B	Clinical trial target	P18031
TTDI01935	Interleukin-1 alpha ligand	Clinical trial target	P01583
TTDI01939	Coagulation factor XIII	Discontinued target	P00488; P05160
TTDI01940	Endostatin	Clinical trial target	P39060
TTDI01941	Diacylglycerol O acyltransferase 1	Clinical trial target	O75907
TTDI01942	Fungal 1,3-beta-glucan synthase	Clinical trial target	P38631; P40989
TTDI01943	Cytochrome P450 reductase	Discontinued target	P16435
TTDI01944	Parathyroid hormone ligand	Clinical trial target	P01270
TTDI01945	Microtubule-associated protein tau	Clinical trial target	P10636
TTDI01948	Deoxycytidine kinase	Discontinued target	P27707
TTDI01949	Protein kinase C iota	Discontinued target	P41743
TTDI01950	Protein kinase C theta	Discontinued target	Q04759
TTDI01951	Phosphodiesterase (PDE) 7A	Discontinued target	Q13946
TTDI01952	Phosphodiesterase (PDE) 7B	Discontinued target	Q9NP56
TTDI01954	E3 ubiquitin protein ligase COP1	Discontinued target	Q8NHY2
TTDI01955	Streptokinase	Discontinued target	P00779
TTDI01956	Histone deacetylase-3	Clinical trial target	O15379
TTDI01958	Fungal aureus leucyl-tRNA synthetase	Successful target	A6QHU1
TTDI01959	HIV env	Clinical trial target	O70902
TTDI01960	Collagen I	Clinical trial target	P02452; P08123
TTDI01961	Fibroblast growth factor-4	Clinical trial target	P08620
TTDI01962	Dihydropyrimidinase related protein 2	Successful target	Q16555
TTDI01963	Phenylalanine hydroxylase	Successful target	P00439
TTDI01964	Coagulation factor XI	Clinical trial target	P03951
TTDI01965	GABA B receptor subunit 2	Clinical trial target	O75899
TTDI01966	Nuclear factor kappa B p105 subunit	Clinical trial target	P19838
TTDI01967	Perlecan	Clinical trial target	P98160
TTDI01968	Sodium channel protein type 2 subunit alpha	Clinical trial target	Q99250
TTDI01969	Tryptophan 5-hydroxylase-1	Clinical trial target	P17752
TTDI01970	Glutamate receptor 2	Clinical trial target	P42262
TTDI01971	Potassium channel KCa1.1	Clinical trial target	Q12791
TTDI01972	DNA topoisomerase II alpha	Clinical trial target	P11388
TTDI01973	Interleukin-10 receptor	Clinical trial target	Q13651; Q08334
TTDI01974	Glutamate receptor 3	Clinical trial target	P42263
TTDI01975	Glutamate receptor 4	Research target	P48058
TTDI01980	Calcium activated potassium KCNMA1 (maxiK) channel	Clinical trial target	Q12791; Q16558; Q9Y691; Q9NPA1; Q86W47
TTDI01981	Maxi K potassium channel	Clinical trial target	Q16558; Q9Y691; Q9NPA1; Q86W47
TTDI01982	Asparaginase	Clinical trial target	Q7L266
TTDI01983	Bone morphogenetic protein-2 ligand	Clinical trial target	P12643
TTDI01984	Varicella-zoster virus DNA polymerase	Clinical trial target	P09252
TTDI01985	Duffy antigen chemokine receptor	Clinical trial target	Q16570
TTDI01986	Epidermal growth factor ligand	Clinical trial target	P01133
TTDI01987	Endoplasmin	Research target	P14625
TTDI01988	Hepatitis B large envelope protein	Clinical trial target	P03141
TTDI01989	Hyaluronic acid receptor	Clinical trial target	Q9Y5Y7
TTDI01990	Pattern recognition receptor NOD2	Clinical trial target	Q9HC29
TTDI01991	Prolyl 4-hydroxylase subunit alpha-1	Clinical trial target	P13674
TTDI01992	Blood group Rh(D) polypeptide	Clinical trial target	Q02161
TTDI01993	Kit ligand	Clinical trial target	P21583
TTDI01994	Bifunctional aminoacyl tRNA synthetase	Clinical trial target	P07814
TTDI01995	Bacterial penicillin-binding protein 2X (PBP2x)	Successful target	P59676
TTDI01997	Influenza matrix protein 2	Research target	P06821
TTDI02008	CaM kinase II	Clinical trial target	Q9UQM7; Q13554; Q13557; Q13555
TTDI02010	HLA class II antigen DR10	Clinical trial target	Q30167
TTDI02011	Solute carrier family 3 member 2	Clinical trial target	P08195
TTDI02012	NADH or NADPH oxidoreductase	Clinical trial target	P22570
TTDI02013	Aryl hydrocarbon receptor	Research target	P35869
TTDI02014	Cytosine deaminase	Clinical trial target	Q9GZX7
TTDI02015	AKT2 protein kinase	Clinical trial target	P31751
TTDI02016	AKT3 protein kinase	Research target	Q9Y243
TTDI02017	Plasmodium apical membrane protein	Clinical trial target	P22621
TTDI02018	C-type natriuretic peptide ligand	Clinical trial target	P23582
TTDI02019	Annexin A5	Research target	P08758
TTDI02020	Apolipoprotein A-I	Clinical trial target	P02647
TTDI02021	Arylsulfatase A	Clinical trial target	P15289
TTDI02022	Na+ K+ ATPase alpha subunit 3	Clinical trial target	P13637
TTDI02023	Serine threonine protein kinase ATR	Clinical trial target	Q13535
TTDI02024	Apoptosis regulator Bcl-X	Research target	Q07817
TTDI02025	Inhibitor of apoptosis protein 2	Clinical trial target	Q13490
TTDI02026	Inhibitor of apoptosis protein 1	Clinical trial target	Q13489
TTDI02027	Bone morphogenetic protein-10 ligand	Clinical trial target	O95393
TTDI02028	Bactericidal permeability-increasing protein	Clinical trial target	P17213
TTDI02029	Brachyury protein	Clinical trial target	O15178
TTDI02030	Bromodomain-containing protein 2	Clinical trial target	P25440
TTDI02031	Bromodomain-containing protein 3	Clinical trial target	Q15059
TTDI02032	Bromodomain-containing protein 4	Clinical trial target	O60885
TTDI02033	Bromodomain testis-specific protein	Clinical trial target	Q58F21
TTDI02034	Cadherin-3	Research target	P22223
TTDI02035	Catalase	Clinical trial target	P04040
TTDI02036	Eotaxin ligand	Research target	P51671
TTDI02037	RANTES ligand	Clinical trial target	P13501
TTDI02038	CD34	Discontinued target	P28906
TTDI02039	CDC7 protein kinase	Clinical trial target	O00311
TTDI02040	Cytidine deaminase	Clinical trial target	P32320
TTDI02041	Cyclin-dependent kinase-3	Clinical trial target	Q00526
TTDI02042	Complement Factor H	Clinical trial target	P08603
TTDI02043	Mitochondrial 10 kDa heat shock protein	Clinical trial target	P61604
TTDI02044	Candida albicans chitin synthase 3	Clinical trial target	P30573
TTDI02045	Claudin 18	Clinical trial target	P56856
TTDI02046	Cytochrome P450 24	Clinical trial target	Q07973
TTDI02047	Cholesterol 24-hydroxylase	Clinical trial target	Q9Y6A2
TTDI02048	Thymic stromal lymphoprotein receptor	Research target	Q9HC73
TTDI02049	Connective tissue growth factor ligand	Clinical trial target	P29279
TTDI02050	CD55	Clinical trial target	P08174
TTDI02051	Retinoic acid-inducible gene-1 (RIG-1)	Clinical trial target	O95786
TTDI02052	Beta defensin 2	Clinical trial target	O15263
TTDI02053	Dystrophin	Clinical trial target	P11532
TTDI02054	Dopamine beta hydroxylase	Clinical trial target	P09172
TTDI02055	HLA class II antigen DQ-2 alpha	Clinical trial target	P01909
TTDI02056	E2F transcription factor 1	Clinical trial target	Q01094
TTDI02057	Cholestenol delta-isomerase	Clinical trial target	Q15125
TTDI02058	Bacterial elongation factor Tu	Clinical trial target	Q6GBT9
TTDI02059	EGR-1 transcription factor	Clinical trial target	P18146
TTDI02060	Tumor-associated hydroquinone oxidase (tNOX)	Clinical trial target	Q16206
TTDI02061	Epha3 tyrosine kinase receptor	Clinical trial target	P29320
TTDI02062	Epiregulin (EREG)	Clinical trial target	O14944
