TTDID	KEGG pathway ID	KEGG pathway name
TTDC00104	hsa05205	Proteoglycans in cancer
TTDC00104	hsa05219	Bladder cancer
TTDC00105	hsa04668	TNF signaling pathway
TTDC00105	hsa05202	Transcriptional misregulation in cancer
TTDC00105	hsa05323	Rheumatoid arthritis
TTDC00106	hsa00100	Steroid biosynthesis
TTDC00106	hsa01100	Metabolic pathways
TTDC00106	hsa01130	Biosynthesis of antibiotics
TTDC00107	hsa04620	Toll-like receptor signaling pathway
TTDC00107	hsa05142	Chagas disease (American trypanosomiasis)
TTDC00107	hsa05143	African trypanosomiasis
TTDC00107	hsa05144	Malaria
TTDC00107	hsa05152	Tuberculosis
TTDC00107	hsa05162	Measles
TTDC00107	hsa05168	Herpes simplex infection
TTDC00108	hsa04151	PI3K-Akt signaling pathway
TTDC00108	hsa04510	Focal adhesion
TTDC00108	hsa04512	ECM-receptor interaction
TTDC00108	hsa04610	Complement and coagulation cascades
TTDC00108	hsa04611	Platelet activation
TTDC00110	hsa04014	Ras signaling pathway
TTDC00110	hsa04015	Rap1 signaling pathway
TTDC00110	hsa04060	Cytokine-cytokine receptor interaction
TTDC00110	hsa04144	Endocytosis
TTDC00110	hsa04151	PI3K-Akt signaling pathway
TTDC00110	hsa04360	Axon guidance
TTDC00110	hsa04510	Focal adhesion
TTDC00110	hsa04520	Adherens junction
TTDC00110	hsa05100	Bacterial invasion of epithelial cells
TTDC00110	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
TTDC00110	hsa05144	Malaria
TTDC00110	hsa05200	Pathways in cancer
TTDC00110	hsa05202	Transcriptional misregulation in cancer
TTDC00110	hsa05205	Proteoglycans in cancer
TTDC00110	hsa05206	MicroRNAs in cancer
TTDC00110	hsa05211	Renal cell carcinoma
TTDC00110	hsa05218	Melanoma
TTDC00110	hsa05230	Central carbon metabolism in cancer
TTDC00111	hsa04020	Calcium signaling pathway
TTDC00111	hsa04022	cGMP-PKG signaling pathway
TTDC00111	hsa04071	Sphingolipid signaling pathway
TTDC00111	hsa04080	Neuroactive ligand-receptor interaction
TTDC00111	hsa04610	Complement and coagulation cascades
TTDC00111	hsa04750	Inflammatory mediator regulation of TRP channels
TTDC00111	hsa04810	Regulation of actin cytoskeleton
TTDC00111	hsa04961	Endocrine and other factor-regulated calcium reabsorption
TTDC00111	hsa05142	Chagas disease (American trypanosomiasis)
TTDC00111	hsa05200	Pathways in cancer
TTDC00112	hsa04024	cAMP signaling pathway
TTDC00112	hsa04080	Neuroactive ligand-receptor interaction
TTDC00113	hsa04062	Chemokine signaling pathway
TTDC00113	hsa04380	Osteoclast differentiation
TTDC00113	hsa04620	Toll-like receptor signaling pathway
TTDC00113	hsa04630	Jak-STAT signaling pathway
TTDC00113	hsa04917	Prolactin signaling pathway
TTDC00113	hsa04919	Thyroid hormone signaling pathway
TTDC00113	hsa05140	Leishmaniasis
TTDC00113	hsa05145	Toxoplasmosis
TTDC00113	hsa05152	Tuberculosis
TTDC00113	hsa05160	Hepatitis C
TTDC00113	hsa05161	Hepatitis B
TTDC00113	hsa05162	Measles
TTDC00113	hsa05164	Influenza A
TTDC00113	hsa05168	Herpes simplex infection
TTDC00113	hsa05200	Pathways in cancer
TTDC00113	hsa05212	Pancreatic cancer
TTDC00113	hsa05321	Inflammatory bowel disease (IBD)
TTDC00114	hsa04012	ErbB signaling pathway
TTDC00114	hsa04020	Calcium signaling pathway
TTDC00114	hsa04144	Endocytosis
TTDC00114	hsa05205	Proteoglycans in cancer
TTDC00116	hsa00565	Ether lipid metabolism
TTDC00116	hsa01100	Metabolic pathways
TTDC00116	hsa01130	Biosynthesis of antibiotics
TTDC00117	hsa04020	Calcium signaling pathway
TTDC00117	hsa04080	Neuroactive ligand-receptor interaction
TTDC00118	hsa04010	MAPK signaling pathway
TTDC00118	hsa04071	Sphingolipid signaling pathway
TTDC00118	hsa04110	Cell cycle
TTDC00118	hsa04115	p53 signaling pathway
TTDC00118	hsa04151	PI3K-Akt signaling pathway
TTDC00118	hsa04210	Apoptosis
TTDC00118	hsa04310	Wnt signaling pathway
TTDC00118	hsa04722	Neurotrophin signaling pathway
TTDC00118	hsa04919	Thyroid hormone signaling pathway
TTDC00118	hsa05014	Amyotrophic lateral sclerosis (ALS)
TTDC00118	hsa05016	Huntington's disease
TTDC00118	hsa05160	Hepatitis C
TTDC00118	hsa05161	Hepatitis B
TTDC00118	hsa05162	Measles
TTDC00118	hsa05166	HTLV-I infection
TTDC00118	hsa05168	Herpes simplex infection
TTDC00118	hsa05169	Epstein-Barr virus infection
TTDC00118	hsa05200	Pathways in cancer
TTDC00118	hsa05202	Transcriptional misregulation in cancer
TTDC00118	hsa05203	Viral carcinogenesis
TTDC00118	hsa05205	Proteoglycans in cancer
TTDC00118	hsa05206	MicroRNAs in cancer
TTDC00118	hsa05210	Colorectal cancer
TTDC00118	hsa05212	Pancreatic cancer
TTDC00118	hsa05213	Endometrial cancer
TTDC00118	hsa05214	Glioma
TTDC00118	hsa05215	Prostate cancer
TTDC00118	hsa05216	Thyroid cancer
TTDC00118	hsa05217	Basal cell carcinoma
TTDC00118	hsa05218	Melanoma
TTDC00118	hsa05219	Bladder cancer
TTDC00118	hsa05220	Chronic myeloid leukemia
TTDC00118	hsa05222	Small cell lung cancer
TTDC00118	hsa05223	Non-small cell lung cancer
TTDC00118	hsa05230	Central carbon metabolism in cancer
TTDC00119	hsa04010	MAPK signaling pathway
TTDC00119	hsa04012	ErbB signaling pathway
TTDC00119	hsa04024	cAMP signaling pathway
TTDC00119	hsa04310	Wnt signaling pathway
TTDC00119	hsa04380	Osteoclast differentiation
TTDC00119	hsa04510	Focal adhesion
TTDC00119	hsa04620	Toll-like receptor signaling pathway
TTDC00119	hsa04660	T cell receptor signaling pathway
TTDC00119	hsa04662	B cell receptor signaling pathway
TTDC00119	hsa04668	TNF signaling pathway
TTDC00119	hsa04722	Neurotrophin signaling pathway
TTDC00119	hsa04912	GnRH signaling pathway
TTDC00119	hsa04915	Estrogen signaling pathway
TTDC00119	hsa04921	Oxytocin signaling pathway
TTDC00119	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDC00119	hsa05030	Cocaine addiction
TTDC00119	hsa05031	Amphetamine addiction
TTDC00119	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
TTDC00119	hsa05132	Salmonella infection
TTDC00119	hsa05133	Pertussis
TTDC00119	hsa05140	Leishmaniasis
TTDC00119	hsa05142	Chagas disease (American trypanosomiasis)
TTDC00119	hsa05161	Hepatitis B
TTDC00119	hsa05164	Influenza A
TTDC00119	hsa05166	HTLV-I infection
TTDC00119	hsa05168	Herpes simplex infection
TTDC00119	hsa05169	Epstein-Barr virus infection
TTDC00119	hsa05200	Pathways in cancer
TTDC00119	hsa05203	Viral carcinogenesis
TTDC00119	hsa05210	Colorectal cancer
TTDC00119	hsa05211	Renal cell carcinoma
TTDC00119	hsa05231	Choline metabolism in cancer
TTDC00119	hsa05321	Inflammatory bowel disease (IBD)
TTDC00119	hsa05323	Rheumatoid arthritis
TTDC00120	hsa05016	Huntington's disease
TTDC00121	hsa04060	Cytokine-cytokine receptor interaction
TTDC00121	hsa04062	Chemokine signaling pathway
TTDC00121	hsa04144	Endocytosis
TTDC00121	hsa04360	Axon guidance
TTDC00121	hsa04670	Leukocyte transendothelial migration
TTDC00121	hsa04672	Intestinal immune network for IgA production
TTDC00121	hsa05200	Pathways in cancer
TTDC00122	hsa04060	Cytokine-cytokine receptor interaction
TTDC00122	hsa04062	Chemokine signaling pathway
TTDC00123	hsa04975	Fat digestion and absorption
TTDC00125	hsa04060	Cytokine-cytokine receptor interaction
TTDC00125	hsa04062	Chemokine signaling pathway
TTDC00126	hsa04080	Neuroactive ligand-receptor interaction
TTDC00126	hsa04724	Glutamatergic synapse
TTDC00126	hsa05030	Cocaine addiction
TTDC00127	hsa04024	cAMP signaling pathway
TTDC00127	hsa04080	Neuroactive ligand-receptor interaction
TTDC00128	hsa04725	Cholinergic synapse
TTDC00129	hsa04080	Neuroactive ligand-receptor interaction
TTDC00130	hsa00590	Arachidonic acid metabolism
TTDC00130	hsa01100	Metabolic pathways
TTDC00131	hsa04010	MAPK signaling pathway
TTDC00131	hsa04014	Ras signaling pathway
TTDC00131	hsa04015	Rap1 signaling pathway
TTDC00131	hsa04144	Endocytosis
TTDC00131	hsa04151	PI3K-Akt signaling pathway
TTDC00131	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDC00131	hsa04810	Regulation of actin cytoskeleton
TTDC00131	hsa05200	Pathways in cancer
TTDC00131	hsa05206	MicroRNAs in cancer
TTDC00131	hsa05219	Bladder cancer
TTDC00131	hsa05230	Central carbon metabolism in cancer
TTDC00132	hsa04010	MAPK signaling pathway
TTDC00132	hsa04012	ErbB signaling pathway
TTDC00132	hsa04014	Ras signaling pathway
TTDC00132	hsa04015	Rap1 signaling pathway
TTDC00132	hsa04022	cGMP-PKG signaling pathway
TTDC00132	hsa04024	cAMP signaling pathway
TTDC00132	hsa04062	Chemokine signaling pathway
TTDC00132	hsa04066	HIF-1 signaling pathway
TTDC00132	hsa04068	FoxO signaling pathway
TTDC00132	hsa04071	Sphingolipid signaling pathway
TTDC00132	hsa04150	mTOR signaling pathway
TTDC00132	hsa04151	PI3K-Akt signaling pathway
TTDC00132	hsa04152	AMPK signaling pathway
TTDC00132	hsa04210	Apoptosis
TTDC00132	hsa04261	Adrenergic signaling in cardiomyocytes
TTDC00132	hsa04370	VEGF signaling pathway
TTDC00132	hsa04380	Osteoclast differentiation
TTDC00132	hsa04510	Focal adhesion
TTDC00132	hsa04530	Tight junction
TTDC00132	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDC00132	hsa04611	Platelet activation
TTDC00132	hsa04620	Toll-like receptor signaling pathway
TTDC00132	hsa04630	Jak-STAT signaling pathway
TTDC00132	hsa04660	T cell receptor signaling pathway
TTDC00132	hsa04662	B cell receptor signaling pathway
TTDC00132	hsa04664	Fc epsilon RI signaling pathway
TTDC00132	hsa04666	Fc gamma R-mediated phagocytosis
TTDC00132	hsa04668	TNF signaling pathway
TTDC00132	hsa04722	Neurotrophin signaling pathway
TTDC00132	hsa04725	Cholinergic synapse
TTDC00132	hsa04728	Dopaminergic synapse
TTDC00132	hsa04910	Insulin signaling pathway
TTDC00132	hsa04914	Progesterone-mediated oocyte maturation
TTDC00132	hsa04915	Estrogen signaling pathway
TTDC00132	hsa04917	Prolactin signaling pathway
TTDC00132	hsa04919	Thyroid hormone signaling pathway
TTDC00132	hsa04920	Adipocytokine signaling pathway
TTDC00132	hsa04922	Glucagon signaling pathway
TTDC00132	hsa04923	Regulation of lipolysis in adipocytes
TTDC00132	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDC00132	hsa04973	Carbohydrate digestion and absorption
TTDC00132	hsa05142	Chagas disease (American trypanosomiasis)
TTDC00132	hsa05145	Toxoplasmosis
TTDC00132	hsa05152	Tuberculosis
TTDC00132	hsa05160	Hepatitis C
TTDC00132	hsa05161	Hepatitis B
TTDC00132	hsa05162	Measles
TTDC00132	hsa05164	Influenza A
TTDC00132	hsa05166	HTLV-I infection
TTDC00132	hsa05169	Epstein-Barr virus infection
TTDC00132	hsa05200	Pathways in cancer
TTDC00132	hsa05205	Proteoglycans in cancer
TTDC00132	hsa05210	Colorectal cancer
TTDC00132	hsa05211	Renal cell carcinoma
TTDC00132	hsa05212	Pancreatic cancer
TTDC00132	hsa05213	Endometrial cancer
TTDC00132	hsa05214	Glioma
TTDC00132	hsa05215	Prostate cancer
TTDC00132	hsa05218	Melanoma
TTDC00132	hsa05220	Chronic myeloid leukemia
TTDC00132	hsa05221	Acute myeloid leukemia
TTDC00132	hsa05222	Small cell lung cancer
TTDC00132	hsa05223	Non-small cell lung cancer
TTDC00132	hsa05230	Central carbon metabolism in cancer
TTDC00132	hsa05231	Choline metabolism in cancer
TTDC00133	hsa04080	Neuroactive ligand-receptor interaction
TTDC00134	hsa00860	Porphyrin and chlorophyll metabolism
TTDC00134	hsa04066	HIF-1 signaling pathway
TTDC00134	hsa04978	Mineral absorption
TTDC00134	hsa05206	MicroRNAs in cancer
TTDC00135	hsa04151	PI3K-Akt signaling pathway
TTDC00135	hsa04640	Hematopoietic cell lineage
TTDC00135	hsa04662	B cell receptor signaling pathway
TTDC00135	hsa05169	Epstein-Barr virus infection
TTDC00135	hsa05340	Primary immunodeficiency
TTDC00136	hsa04060	Cytokine-cytokine receptor interaction
TTDC00136	hsa04068	FoxO signaling pathway
TTDC00136	hsa04151	PI3K-Akt signaling pathway
TTDC00136	hsa04630	Jak-STAT signaling pathway
TTDC00136	hsa04640	Hematopoietic cell lineage
TTDC00136	hsa05340	Primary immunodeficiency
TTDC00137	hsa04514	Cell adhesion molecules (CAMs)
TTDC00137	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDC00140	hsa00562	Inositol phosphate metabolism
TTDC00140	hsa04012	ErbB signaling pathway
TTDC00140	hsa04014	Ras signaling pathway
TTDC00140	hsa04015	Rap1 signaling pathway
TTDC00140	hsa04022	cGMP-PKG signaling pathway
TTDC00140	hsa04024	cAMP signaling pathway
TTDC00140	hsa04062	Chemokine signaling pathway
TTDC00140	hsa04066	HIF-1 signaling pathway
TTDC00140	hsa04068	FoxO signaling pathway
TTDC00140	hsa04070	Phosphatidylinositol signaling system
TTDC00140	hsa04071	Sphingolipid signaling pathway
TTDC00140	hsa04150	mTOR signaling pathway
TTDC00140	hsa04151	PI3K-Akt signaling pathway
TTDC00140	hsa04152	AMPK signaling pathway
TTDC00140	hsa04210	Apoptosis
TTDC00140	hsa04261	Adrenergic signaling in cardiomyocytes
TTDC00140	hsa04370	VEGF signaling pathway
TTDC00140	hsa04380	Osteoclast differentiation
TTDC00140	hsa04510	Focal adhesion
TTDC00140	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDC00140	hsa04611	Platelet activation
TTDC00140	hsa04620	Toll-like receptor signaling pathway
TTDC00140	hsa04630	Jak-STAT signaling pathway
TTDC00140	hsa04650	Natural killer cell mediated cytotoxicity
TTDC00140	hsa04660	T cell receptor signaling pathway
TTDC00140	hsa04662	B cell receptor signaling pathway
TTDC00140	hsa04664	Fc epsilon RI signaling pathway
TTDC00140	hsa04666	Fc gamma R-mediated phagocytosis
TTDC00140	hsa04668	TNF signaling pathway
TTDC00140	hsa04670	Leukocyte transendothelial migration
TTDC00140	hsa04722	Neurotrophin signaling pathway
TTDC00140	hsa04725	Cholinergic synapse
TTDC00140	hsa04750	Inflammatory mediator regulation of TRP channels
TTDC00140	hsa04810	Regulation of actin cytoskeleton
TTDC00140	hsa04910	Insulin signaling pathway
TTDC00140	hsa04914	Progesterone-mediated oocyte maturation
TTDC00140	hsa04915	Estrogen signaling pathway
TTDC00140	hsa04917	Prolactin signaling pathway
TTDC00140	hsa04919	Thyroid hormone signaling pathway
TTDC00140	hsa04921	Oxytocin signaling pathway
TTDC00140	hsa04923	Regulation of lipolysis in adipocytes
TTDC00140	hsa04930	Type II diabetes mellitus
TTDC00140	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDC00140	hsa04960	Aldosterone-regulated sodium reabsorption
TTDC00140	hsa04973	Carbohydrate digestion and absorption
TTDC00140	hsa05100	Bacterial invasion of epithelial cells
TTDC00140	hsa05142	Chagas disease (American trypanosomiasis)
TTDC00140	hsa05145	Toxoplasmosis
TTDC00140	hsa05146	Amoebiasis
TTDC00140	hsa05160	Hepatitis C
TTDC00140	hsa05161	Hepatitis B
TTDC00140	hsa05162	Measles
TTDC00140	hsa05164	Influenza A
TTDC00140	hsa05166	HTLV-I infection
TTDC00140	hsa05169	Epstein-Barr virus infection
TTDC00140	hsa05200	Pathways in cancer
TTDC00140	hsa05203	Viral carcinogenesis
TTDC00140	hsa05205	Proteoglycans in cancer
TTDC00140	hsa05210	Colorectal cancer
TTDC00140	hsa05211	Renal cell carcinoma
TTDC00140	hsa05212	Pancreatic cancer
TTDC00140	hsa05213	Endometrial cancer
TTDC00140	hsa05214	Glioma
TTDC00140	hsa05215	Prostate cancer
TTDC00140	hsa05218	Melanoma
TTDC00140	hsa05220	Chronic myeloid leukemia
TTDC00140	hsa05221	Acute myeloid leukemia
TTDC00140	hsa05222	Small cell lung cancer
TTDC00140	hsa05223	Non-small cell lung cancer
TTDC00140	hsa05230	Central carbon metabolism in cancer
TTDC00140	hsa05231	Choline metabolism in cancer
TTDC00141	hsa00010	Glycolysis / Gluconeogenesis
TTDC00141	hsa00052	Galactose metabolism
TTDC00141	hsa00500	Starch and sucrose metabolism
TTDC00141	hsa00520	Amino sugar and nucleotide sugar metabolism
TTDC00141	hsa00524	Butirosin and neomycin biosynthesis
TTDC00141	hsa01100	Metabolic pathways
TTDC00141	hsa01130	Biosynthesis of antibiotics
TTDC00141	hsa01200	Carbon metabolism
TTDC00141	hsa04910	Insulin signaling pathway
TTDC00141	hsa04911	Insulin secretion
TTDC00141	hsa04917	Prolactin signaling pathway
TTDC00141	hsa04922	Glucagon signaling pathway
TTDC00141	hsa04930	Type II diabetes mellitus
TTDC00141	hsa04950	Maturity onset diabetes of the young
TTDC00141	hsa05230	Central carbon metabolism in cancer
TTDC00144	hsa04020	Calcium signaling pathway
TTDC00144	hsa04080	Neuroactive ligand-receptor interaction
TTDC00145	hsa04012	ErbB signaling pathway
TTDC00145	hsa04066	HIF-1 signaling pathway
TTDC00145	hsa04150	mTOR signaling pathway
TTDC00145	hsa04151	PI3K-Akt signaling pathway
TTDC00145	hsa04152	AMPK signaling pathway
TTDC00145	hsa04350	TGF-beta signaling pathway
TTDC00145	hsa04666	Fc gamma R-mediated phagocytosis
TTDC00145	hsa04910	Insulin signaling pathway
TTDC00145	hsa05205	Proteoglycans in cancer
TTDC00145	hsa05221	Acute myeloid leukemia
TTDC00145	hsa05231	Choline metabolism in cancer
TTDC00147	hsa03320	PPAR signaling pathway
TTDC00147	hsa05200	Pathways in cancer
TTDC00147	hsa05219	Bladder cancer
TTDC00147	hsa05323	Rheumatoid arthritis
TTDC00148	hsa04015	Rap1 signaling pathway
TTDC00148	hsa04145	Phagosome
TTDC00148	hsa04151	PI3K-Akt signaling pathway
TTDC00148	hsa04360	Axon guidance
TTDC00148	hsa04510	Focal adhesion
TTDC00148	hsa04512	ECM-receptor interaction
TTDC00148	hsa04514	Cell adhesion molecules (CAMs)
TTDC00148	hsa04611	Platelet activation
TTDC00148	hsa04670	Leukocyte transendothelial migration
TTDC00148	hsa04810	Regulation of actin cytoskeleton
TTDC00148	hsa05100	Bacterial invasion of epithelial cells
TTDC00148	hsa05130	Pathogenic Escherichia coli infection
TTDC00148	hsa05131	Shigellosis
TTDC00148	hsa05133	Pertussis
TTDC00148	hsa05140	Leishmaniasis
TTDC00148	hsa05145	Toxoplasmosis
TTDC00148	hsa05200	Pathways in cancer
TTDC00148	hsa05205	Proteoglycans in cancer
TTDC00148	hsa05222	Small cell lung cancer
TTDC00148	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDC00148	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDC00148	hsa05414	Dilated cardiomyopathy
TTDC00149	hsa00140	Steroid hormone biosynthesis
TTDC00151	hsa04080	Neuroactive ligand-receptor interaction
TTDC00151	hsa04750	Inflammatory mediator regulation of TRP channels
TTDC00151	hsa04924	Renin secretion
TTDC00151	hsa05200	Pathways in cancer
TTDC00152	hsa00010	Glycolysis / Gluconeogenesis
TTDC00152	hsa00030	Pentose phosphate pathway
TTDC00152	hsa00051	Fructose and mannose metabolism
TTDC00152	hsa01100	Metabolic pathways
TTDC00152	hsa01130	Biosynthesis of antibiotics
TTDC00152	hsa01200	Carbon metabolism
TTDC00152	hsa04152	AMPK signaling pathway
TTDC00152	hsa04910	Insulin signaling pathway
TTDC00152	hsa04922	Glucagon signaling pathway
TTDC00153	hsa04080	Neuroactive ligand-receptor interaction
TTDC00155	hsa04080	Neuroactive ligand-receptor interaction
TTDC00156	hsa04064	NF-kappa B signaling pathway
TTDC00156	hsa04151	PI3K-Akt signaling pathway
TTDC00156	hsa04380	Osteoclast differentiation
TTDC00156	hsa04611	Platelet activation
TTDC00156	hsa04650	Natural killer cell mediated cytotoxicity
TTDC00156	hsa04662	B cell receptor signaling pathway
TTDC00156	hsa04664	Fc epsilon RI signaling pathway
TTDC00156	hsa04666	Fc gamma R-mediated phagocytosis
TTDC00156	hsa05152	Tuberculosis
TTDC00156	hsa05169	Epstein-Barr virus infection
TTDC00156	hsa05203	Viral carcinogenesis
TTDC00159	hsa05034	Alcoholism
TTDC00159	hsa05169	Epstein-Barr virus infection
TTDC00159	hsa05203	Viral carcinogenesis
TTDC00159	hsa05206	MicroRNAs in cancer
TTDC00160	hsa04068	FoxO signaling pathway
TTDC00160	hsa04110	Cell cycle
TTDC00160	hsa04114	Oocyte meiosis
TTDC00160	hsa04914	Progesterone-mediated oocyte maturation
TTDC00161	hsa04014	Ras signaling pathway
TTDC00161	hsa04015	Rap1 signaling pathway
TTDC00161	hsa04066	HIF-1 signaling pathway
TTDC00161	hsa04151	PI3K-Akt signaling pathway
TTDC00161	hsa05323	Rheumatoid arthritis
TTDC00162	hsa04012	ErbB signaling pathway
TTDC00162	hsa04062	Chemokine signaling pathway
TTDC00162	hsa04110	Cell cycle
TTDC00162	hsa04151	PI3K-Akt signaling pathway
TTDC00162	hsa04310	Wnt signaling pathway
TTDC00162	hsa04340	Hedgehog signaling pathway
TTDC00162	hsa04360	Axon guidance
TTDC00162	hsa04390	Hippo signaling pathway
TTDC00162	hsa04510	Focal adhesion
TTDC00162	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDC00162	hsa04660	T cell receptor signaling pathway
TTDC00162	hsa04662	B cell receptor signaling pathway
TTDC00162	hsa04722	Neurotrophin signaling pathway
TTDC00162	hsa04728	Dopaminergic synapse
TTDC00162	hsa04910	Insulin signaling pathway
TTDC00162	hsa04916	Melanogenesis
TTDC00162	hsa04917	Prolactin signaling pathway
TTDC00162	hsa04919	Thyroid hormone signaling pathway
TTDC00162	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDC00162	hsa05010	Alzheimer's disease
