TTDID	WiKi pathway ID	WiKi pathway name
TTDC00102	WP1544	MicroRNAs in cardiomyocyte hypertrophy
TTDC00102	WP1584	Type II diabetes mellitus
TTDC00102	WP1772	Apoptosis Modulation and Signaling
TTDC00102	WP1808	DSCAM interactions
TTDC00102	WP1841	Intrinsic Pathway for Apoptosis
TTDC00102	WP195	IL-1 signaling pathway
TTDC00102	WP1976	Signalling by NGF
TTDC00102	WP2018	RANKL/RANK Signaling Pathway
TTDC00102	WP2034	Leptin signaling pathway
TTDC00102	WP2036	TWEAK Signaling Pathway
TTDC00102	WP2203	TSLP Signaling Pathway
TTDC00102	WP2263	Prostate Cancer
TTDC00102	WP231	TNF alpha Signaling Pathway
TTDC00102	WP2324	AGE/RAGE pathway
TTDC00102	WP2355	Corticotropin-releasing hormone
TTDC00102	WP2374	Oncostatin M Signaling Pathway
TTDC00102	WP2377	Integrated Pancreatic Cancer Pathway
TTDC00102	WP2380	BDNF signaling pathway
TTDC00102	WP23	B Cell Receptor Signaling Pathway
TTDC00102	WP2513	Nanoparticle triggered regulated necrosis
TTDC00102	WP2526	PDGF Pathway
TTDC00102	WP2593	JAK/STAT
TTDC00102	WP262	EBV LMP1 signaling
TTDC00102	WP2637	Structural Pathway of Interleukin 1 (IL-1)
TTDC00102	WP2643	Nanoparticle-mediated activation of receptor signaling
TTDC00102	WP2795	Cardiac Hypertrophic Response
TTDC00102	WP286	IL-3 Signaling Pathway
TTDC00102	WP288	NLR Proteins
TTDC00102	WP304	Kit receptor signaling pathway
TTDC00102	WP306	Focal Adhesion
TTDC00102	WP313	Signaling of Hepatocyte Growth Factor Receptor
TTDC00102	WP314	FAS pathway and Stress induction of HSP regulation
TTDC00102	WP363	Wnt Signaling Pathway Netpath
TTDC00102	WP366	TGF beta Signaling Pathway
TTDC00102	WP382	MAPK Signaling Pathway
TTDC00102	WP3	Transcriptional activation by NRF2
TTDC00102	WP437	EGF/EGFR Signaling Pathway
TTDC00102	WP481	Insulin Signaling
TTDC00102	WP673	ErbB Signaling Pathway
TTDC00102	WP69	TCR Signaling Pathway
TTDC00102	WP710	DNA Damage Response (only ATM dependent)
TTDC00102	WP75	Toll-like receptor signaling pathway
TTDC00103	WP236	Adipogenesis
TTDC00103	WP2431	Spinal Cord Injury
TTDC00104	WP129	Matrix Metalloproteinases
TTDC00104	WP2324	AGE/RAGE pathway
TTDC00104	WP2769	Activation of Matrix Metalloproteinases
TTDC00105	WP129	Matrix Metalloproteinases
TTDC00105	WP2374	Oncostatin M Signaling Pathway
TTDC00105	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDC00105	WP2769	Activation of Matrix Metalloproteinases
TTDC00106	WP1795	Cholesterol biosynthesis
TTDC00106	WP197	Cholesterol Biosynthesis
TTDC00106	WP1982	SREBP signalling
TTDC00106	WP2706	Activation of Gene Expression by SREBP (SREBF)
TTDC00106	WP2797	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
TTDC00106	WP430	Statin Pathway
TTDC00107	WP1449	Regulation of toll-like receptor signaling pathway
TTDC00107	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
TTDC00107	WP2709	Trafficking and processing of endosomal TLR
TTDC00107	WP2768	MyD88 dependent cascade initiated on endosome
TTDC00107	WP2775	Toll-Like Receptors Cascades
TTDC00107	WP75	Toll-like receptor signaling pathway
TTDC00108	WP1818	Formation of Fibrin Clot (Clotting Cascade)
TTDC00108	WP1823	GP1b-IX-V activation signalling
TTDC00108	WP1832	Integrin alphaIIb beta3 signaling
TTDC00108	WP1883	Platelet Adhesion to exposed collagen
TTDC00108	WP272	Blood Clotting Cascade
TTDC00108	WP306	Focal Adhesion
TTDC00108	WP558	Complement and Coagulation Cascades
TTDC00110	WP1907	Semaphorin interactions
TTDC00110	WP2002	miR-targeted genes in epithelium - TarBase
TTDC00110	WP2004	miR-targeted genes in lymphocytes - TarBase
TTDC00110	WP2005	miR-targeted genes in muscle cell - TarBase
TTDC00110	WP2006	miR-targeted genes in squamous cell - TarBase
TTDC00110	WP2261	Signaling Pathways in Glioblastoma
TTDC00110	WP2870	Extracellular vesicle-mediated signaling in recipient cells
TTDC00110	WP306	Focal Adhesion
TTDC00110	WP313	Signaling of Hepatocyte Growth Factor Receptor
TTDC00110	WP366	TGF beta Signaling Pathway
TTDC00111	WP1824	GPCR downstream signaling
TTDC00111	WP1825	GPCR ligand binding
TTDC00111	WP24	Peptide GPCRs
TTDC00111	WP259	Nifedipine Activity
TTDC00111	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDC00111	WP455	GPCRs, Class A Rhodopsin-like
TTDC00111	WP51	Regulation of Actin Cytoskeleton
TTDC00111	WP554	ACE Inhibitor Pathway
TTDC00112	WP1824	GPCR downstream signaling
TTDC00112	WP1825	GPCR ligand binding
TTDC00112	WP24	Peptide GPCRs
TTDC00112	WP455	GPCRs, Class A Rhodopsin-like
TTDC00112	WP706	SIDS Susceptibility Pathways
TTDC00113	WP127	IL-5 Signaling Pathway
TTDC00113	WP1449	Regulation of toll-like receptor signaling pathway
TTDC00113	WP1916	Signaling by PDGF
TTDC00113	WP1971	Integrated Cancer pathway
TTDC00113	WP1984	Integrated Breast Cancer Pathway
TTDC00113	WP2018	RANKL/RANK Signaling Pathway
TTDC00113	WP2032	TSH signaling pathway
TTDC00113	WP2034	Leptin signaling pathway
TTDC00113	WP205	IL-7 Signaling Pathway
TTDC00113	WP2113	Type III interferon signaling
TTDC00113	WP2203	TSLP Signaling Pathway
TTDC00113	WP2263	Prostate Cancer
TTDC00113	WP22	IL-9 Signaling Pathway
TTDC00113	WP2324	AGE/RAGE pathway
TTDC00113	WP2328	Allograft Rejection
TTDC00113	WP2332	Interleukin-11 Signaling Pathway
TTDC00113	WP236	Adipogenesis
TTDC00113	WP2374	Oncostatin M Signaling Pathway
TTDC00113	WP2377	Integrated Pancreatic Cancer Pathway
TTDC00113	WP2380	BDNF signaling pathway
TTDC00113	WP2526	PDGF Pathway
TTDC00113	WP2593	JAK/STAT
TTDC00113	WP2713	Signaling by SCF-KIT
TTDC00113	WP2853	Endoderm Differentiation
TTDC00113	WP304	Kit receptor signaling pathway
TTDC00113	WP364	IL-6 signaling pathway
TTDC00113	WP395	IL-4 Signaling Pathway
TTDC00113	WP400	p38 MAPK Signaling Pathway
TTDC00113	WP437	EGF/EGFR Signaling Pathway
TTDC00113	WP474	Endochondral Ossification
TTDC00113	WP49	IL-2 Signaling Pathway
TTDC00113	WP560	TGF Beta Signaling Pathway
TTDC00113	WP581	EPO Receptor Signaling
TTDC00113	WP585	Interferon type I signaling pathways
TTDC00113	WP619	Type II interferon signaling (IFNG)
TTDC00113	WP75	Toll-like receptor signaling pathway
TTDC00114	WP3297	EV release from cardiac cells and their functional effects
TTDC00114	WP673	ErbB Signaling Pathway
TTDC00116	WP1926	Synthesis, Secretion, and Deacylation of Ghrelin
TTDC00116	WP2865	IL1 and megakaryotyces in obesity
TTDC00117	WP1824	GPCR downstream signaling
TTDC00117	WP1825	GPCR ligand binding
TTDC00117	WP24	Peptide GPCRs
TTDC00117	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDC00118	WP1403	AMPK Signaling
TTDC00118	WP1530	miRNA Regulation of DNA Damage Response
TTDC00118	WP1545	miRNAs involved in DNA damage response
TTDC00118	WP1601	Fluoropyrimidine Activity
TTDC00118	WP1742	TP53 Network
TTDC00118	WP176	Folate Metabolism
TTDC00118	WP1772	Apoptosis Modulation and Signaling
TTDC00118	WP1775	Cell Cycle Checkpoints
TTDC00118	WP179	Cell Cycle
TTDC00118	WP1815	Factors involved in megakaryocyte development and platelet production
TTDC00118	WP1841	Intrinsic Pathway for Apoptosis
TTDC00118	WP1971	Integrated Cancer pathway
TTDC00118	WP1984	Integrated Breast Cancer Pathway
TTDC00118	WP2059	Alzheimers Disease
TTDC00118	WP2249	Metastatic brain tumor
TTDC00118	WP2261	Signaling Pathways in Glioblastoma
TTDC00118	WP2263	Prostate Cancer
TTDC00118	WP2363	Gastric cancer network 2
TTDC00118	WP2374	Oncostatin M Signaling Pathway
TTDC00118	WP2377	Integrated Pancreatic Cancer Pathway
TTDC00118	WP2431	Spinal Cord Injury
TTDC00118	WP2446	Retinoblastoma (RB) in Cancer
TTDC00118	WP2447	Amyotrophic lateral sclerosis (ALS)
TTDC00118	WP2516	ATM Signaling Pathway
TTDC00118	WP254	Apoptosis
TTDC00118	WP2786	Pre-NOTCH Expression and Processing
TTDC00118	WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)
TTDC00118	WP2828	Bladder Cancer
TTDC00118	WP3286	Copper homeostasis
TTDC00118	WP366	TGF beta Signaling Pathway
TTDC00118	WP382	MAPK Signaling Pathway
TTDC00118	WP399	Wnt Signaling Pathway and Pluripotency
TTDC00118	WP45	G1 to S cell cycle control
TTDC00118	WP4	Sandbox Pathway
TTDC00118	WP615	Senescence and Autophagy in Cancer
TTDC00118	WP673	ErbB Signaling Pathway
TTDC00118	WP707	DNA Damage Response
TTDC00118	WP710	DNA Damage Response (only ATM dependent)
TTDC00119	WP127	IL-5 Signaling Pathway
TTDC00119	WP138	Androgen receptor signaling pathway
TTDC00119	WP1449	Regulation of toll-like receptor signaling pathway
TTDC00119	WP1528	Physiological and Pathological Hypertrophy of the Heart
TTDC00119	WP1772	Apoptosis Modulation and Signaling
TTDC00119	WP1845	MAPK targets/ Nuclear events mediated by MAP kinases
TTDC00119	WP195	IL-1 signaling pathway
TTDC00119	WP1984	Integrated Breast Cancer Pathway
TTDC00119	WP2018	RANKL/RANK Signaling Pathway
TTDC00119	WP2032	TSH signaling pathway
TTDC00119	WP2036	TWEAK Signaling Pathway
TTDC00119	WP2100	Arylhydrocarbon receptor (AhR) signaling pathway
TTDC00119	WP2263	Prostate Cancer
TTDC00119	WP231	TNF alpha Signaling Pathway
TTDC00119	WP2324	AGE/RAGE pathway
TTDC00119	WP2377	Integrated Pancreatic Cancer Pathway
TTDC00119	WP2380	BDNF signaling pathway
TTDC00119	WP23	B Cell Receptor Signaling Pathway
TTDC00119	WP2435	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
TTDC00119	WP2516	ATM Signaling Pathway
TTDC00119	WP2526	PDGF Pathway
TTDC00119	WP254	Apoptosis
TTDC00119	WP2571	Polycystic Kidney Disease Pathway
TTDC00119	WP2759	Fc epsilon receptor (FCERI) signaling
TTDC00119	WP2786	Pre-NOTCH Expression and Processing
TTDC00119	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
TTDC00119	WP286	IL-3 Signaling Pathway
TTDC00119	WP2873	Aryl Hydrocarbon Receptor Pathway
TTDC00119	WP2881	Estrogen Receptor Pathway
TTDC00119	WP2882	Nuclear Receptors Meta-Pathway
TTDC00119	WP289	Myometrial Relaxation and Contraction Pathways
TTDC00119	WP28	Selenium Metabolism and Selenoproteins
TTDC00119	WP306	Focal Adhesion
TTDC00119	WP313	Signaling of Hepatocyte Growth Factor Receptor
TTDC00119	WP314	FAS pathway and Stress induction of HSP regulation
TTDC00119	WP3286	Copper homeostasis
TTDC00119	WP366	TGF beta Signaling Pathway
TTDC00119	WP382	MAPK Signaling Pathway
TTDC00119	WP399	Wnt Signaling Pathway and Pluripotency
TTDC00119	WP422	MAPK Cascade
TTDC00119	WP428	Wnt Signaling Pathway
TTDC00119	WP437	EGF/EGFR Signaling Pathway
TTDC00119	WP481	Insulin Signaling
TTDC00119	WP49	IL-2 Signaling Pathway
TTDC00119	WP560	TGF Beta Signaling Pathway
TTDC00119	WP615	Senescence and Autophagy in Cancer
TTDC00119	WP673	ErbB Signaling Pathway
TTDC00119	WP69	TCR Signaling Pathway
TTDC00119	WP706	SIDS Susceptibility Pathways
TTDC00119	WP710	DNA Damage Response (only ATM dependent)
TTDC00119	WP712	Estrogen signaling pathway
TTDC00119	WP75	Toll-like receptor signaling pathway
TTDC00121	WP1824	GPCR downstream signaling
TTDC00121	WP1825	GPCR ligand binding
TTDC00121	WP2406	Cardiac Progenitor Differentiation
TTDC00121	WP24	Peptide GPCRs
TTDC00121	WP2658	HIV Life Cycle
TTDC00121	WP2849	Hematopoietic Stem Cell Differentiation
TTDC00121	WP455	GPCRs, Class A Rhodopsin-like
TTDC00122	WP1824	GPCR downstream signaling
TTDC00122	WP1825	GPCR ligand binding
TTDC00122	WP2431	Spinal Cord Injury
TTDC00122	WP24	Peptide GPCRs
TTDC00122	WP2671	Defensins
TTDC00122	WP455	GPCRs, Class A Rhodopsin-like
TTDC00123	WP2764	Lipid digestion, mobilization, and transport
TTDC00123	WP430	Statin Pathway
TTDC00124	WP2764	Lipid digestion, mobilization, and transport
TTDC00124	WP430	Statin Pathway
TTDC00125	WP117	GPCRs, Other
TTDC00125	WP1824	GPCR downstream signaling
TTDC00125	WP1825	GPCR ligand binding
TTDC00125	WP24	Peptide GPCRs
TTDC00125	WP455	GPCRs, Class A Rhodopsin-like
TTDC00126	WP1824	GPCR downstream signaling
TTDC00126	WP1825	GPCR ligand binding
TTDC00126	WP501	GPCRs, Class C Metabotropic glutamate, pheromone
TTDC00127	WP1824	GPCR downstream signaling
TTDC00127	WP1825	GPCR ligand binding
TTDC00127	WP24	Peptide GPCRs
TTDC00127	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDC00127	WP455	GPCRs, Class A Rhodopsin-like
TTDC00128	WP1843	L1CAM interactions
TTDC00128	WP2669	Potassium Channels
TTDC00129	WP1824	GPCR downstream signaling
TTDC00129	WP1825	GPCR ligand binding
TTDC00129	WP2431	Spinal Cord Injury
TTDC00129	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDC00129	WP455	GPCRs, Class A Rhodopsin-like
TTDC00129	WP80	Nucleotide GPCRs
TTDC00130	WP167	Eicosanoid Synthesis
TTDC00130	WP2650	Arachidonic acid metabolism
TTDC00131	WP1911	Signaling by FGFR
TTDC00131	WP2064	Neural Crest Differentiation
TTDC00131	WP2828	Bladder Cancer
TTDC00131	WP474	Endochondral Ossification
TTDC00131	WP51	Regulation of Actin Cytoskeleton
TTDC00132	WP127	IL-5 Signaling Pathway
TTDC00132	WP138	Androgen receptor signaling pathway
TTDC00132	WP1403	AMPK Signaling
TTDC00132	WP1449	Regulation of toll-like receptor signaling pathway
TTDC00132	WP1471	TOR Signaling
TTDC00132	WP1539	Angiogenesis
TTDC00132	WP1544	MicroRNAs in cardiomyocyte hypertrophy
TTDC00132	WP1559	TFs Regulate miRNAs related to cardiac hypertrophy
TTDC00132	WP1850	Metabolism of nitric oxide
TTDC00132	WP185	Integrin-mediated Cell Adhesion
TTDC00132	WP195	IL-1 signaling pathway
TTDC00132	WP1971	Integrated Cancer pathway
TTDC00132	WP1982	SREBP signalling
TTDC00132	WP1984	Integrated Breast Cancer Pathway
TTDC00132	WP2018	RANKL/RANK Signaling Pathway
TTDC00132	WP2032	TSH signaling pathway
TTDC00132	WP2034	Leptin signaling pathway
TTDC00132	WP2035	FSH signaling pathway
TTDC00132	WP2036	TWEAK Signaling Pathway
TTDC00132	WP2038	Regulation of Microtubule Cytoskeleton
TTDC00132	WP205	IL-7 Signaling Pathway
TTDC00132	WP2112	IL17 signaling pathway
TTDC00132	WP2203	TSLP Signaling Pathway
TTDC00132	WP2261	Signaling Pathways in Glioblastoma
TTDC00132	WP2263	Prostate Cancer
TTDC00132	WP231	TNF alpha Signaling Pathway
TTDC00132	WP2324	AGE/RAGE pathway
TTDC00132	WP2332	Interleukin-11 Signaling Pathway
TTDC00132	WP2355	Corticotropin-releasing hormone
TTDC00132	WP2374	Oncostatin M Signaling Pathway
TTDC00132	WP2377	Integrated Pancreatic Cancer Pathway
TTDC00132	WP2380	BDNF signaling pathway
TTDC00132	WP23	B Cell Receptor Signaling Pathway
TTDC00132	WP244	Alpha 6 Beta 4 signaling pathway
TTDC00132	WP254	Apoptosis
TTDC00132	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
TTDC00132	WP2583	T-Cell Receptor and Co-stimulatory Signaling
TTDC00132	WP2653	PIP3 activates AKT signaling
TTDC00132	WP26	Signal Transduction of S1P Receptor
TTDC00132	WP2733	Regulation of mRNA Stability by Proteins that Bind AU-rich Elements
TTDC00132	WP2777	Translocation of GLUT4 to the Plasma Membrane
TTDC00132	WP2795	Cardiac Hypertrophic Response
TTDC00132	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
TTDC00132	WP286	IL-3 Signaling Pathway
TTDC00132	WP2870	Extracellular vesicle-mediated signaling in recipient cells
TTDC00132	WP304	Kit receptor signaling pathway
TTDC00132	WP306	Focal Adhesion
TTDC00132	WP3286	Copper homeostasis
TTDC00132	WP363	Wnt Signaling Pathway Netpath
TTDC00132	WP364	IL-6 signaling pathway
TTDC00132	WP366	TGF beta Signaling Pathway
TTDC00132	WP382	MAPK Signaling Pathway
TTDC00132	WP395	IL-4 Signaling Pathway
TTDC00132	WP437	EGF/EGFR Signaling Pathway
TTDC00132	WP474	Endochondral Ossification
TTDC00132	WP481	Insulin Signaling
TTDC00132	WP49	IL-2 Signaling Pathway
TTDC00132	WP581	EPO Receptor Signaling
TTDC00132	WP61	Notch Signaling Pathway
TTDC00132	WP69	TCR Signaling Pathway
TTDC00132	WP710	DNA Damage Response (only ATM dependent)
TTDC00132	WP712	Estrogen signaling pathway
TTDC00132	WP75	Toll-like receptor signaling pathway
TTDC00133	WP1824	GPCR downstream signaling
TTDC00133	WP1825	GPCR ligand binding
TTDC00133	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDC00133	WP455	GPCRs, Class A Rhodopsin-like
TTDC00134	WP2002	miR-targeted genes in epithelium - TarBase
TTDC00134	WP2003	miR-targeted genes in leukocytes - TarBase
TTDC00134	WP2004	miR-targeted genes in lymphocytes - TarBase
TTDC00134	WP2005	miR-targeted genes in muscle cell - TarBase
TTDC00134	WP2006	miR-targeted genes in squamous cell - TarBase
TTDC00134	WP2882	Nuclear Receptors Meta-Pathway
TTDC00134	WP2884	NRF2 pathway
TTDC00134	WP3	Transcriptional activation by NRF2
TTDC00134	WP408	Oxidative Stress
TTDC00135	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TTDC00135	WP23	B Cell Receptor Signaling Pathway
TTDC00135	WP2653	PIP3 activates AKT signaling
TTDC00135	WP2746	Signaling by the B Cell Receptor (BCR)
TTDC00135	WP2806	Human Complement System
TTDC00136	WP205	IL-7 Signaling Pathway
TTDC00136	WP2203	TSLP Signaling Pathway
TTDC00136	WP2673	Interleukin-7 signaling
TTDC00136	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
TTDC00137	WP1793	Cell junction organization
TTDC00137	WP2064	Neural Crest Differentiation
TTDC00137	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
TTDC00137	WP2380	BDNF signaling pathway
TTDC00137	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
TTDC00139	WP1782	APC/C-mediated degradation of cell cycle proteins
TTDC00139	WP2002	miR-targeted genes in epithelium - TarBase
TTDC00139	WP2004	miR-targeted genes in lymphocytes - TarBase
TTDC00139	WP2038	Regulation of Microtubule Cytoskeleton
TTDC00139	WP2652	Mitotic Prometaphase
TTDC00139	WP2757	Mitotic Metaphase and Anaphase
TTDC00140	WP127	IL-5 Signaling Pathway
TTDC00140	WP1403	AMPK Signaling
TTDC00140	WP1449	Regulation of toll-like receptor signaling pathway
TTDC00140	WP1544	MicroRNAs in cardiomyocyte hypertrophy
TTDC00140	WP1824	GPCR downstream signaling
TTDC00140	WP1826	GPVI-mediated activation cascade
TTDC00140	WP2261	Signaling Pathways in Glioblastoma
TTDC00140	WP23	B Cell Receptor Signaling Pathway
TTDC00140	WP2747	PI Metabolism
TTDC00140	WP306	Focal Adhesion
TTDC00140	WP481	Insulin Signaling
TTDC00140	WP51	Regulation of Actin Cytoskeleton
TTDC00140	WP581	EPO Receptor Signaling
TTDC00140	WP710	DNA Damage Response (only ATM dependent)
TTDC00140	WP75	Toll-like receptor signaling pathway
TTDC00141	WP1828	Hexose transport
TTDC00141	WP1848	Metabolism of carbohydrates
TTDC00141	WP1897	Regulation of beta-cell development
TTDC00141	WP382	MAPK Signaling Pathway
TTDC00141	WP534	Glycolysis and Gluconeogenesis
TTDC00141	WP706	SIDS Susceptibility Pathways
TTDC00142	WP558	Complement and Coagulation Cascades
TTDC00143	WP1842	Kinesins
TTDC00143	WP2679	MHC class II antigen presentation
TTDC00144	WP117	GPCRs, Other
TTDC00144	WP1824	GPCR downstream signaling
TTDC00144	WP1825	GPCR ligand binding
TTDC00144	WP24	Peptide GPCRs
TTDC00144	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDC00144	WP455	GPCRs, Class A Rhodopsin-like
TTDC00145	WP127	IL-5 Signaling Pathway
TTDC00145	WP1403	AMPK Signaling
TTDC00145	WP1471	TOR Signaling
TTDC00145	WP1913	Signaling by Insulin receptor
TTDC00145	WP2032	TSH signaling pathway
TTDC00145	WP2034	Leptin signaling pathway
TTDC00145	WP2035	FSH signaling pathway
TTDC00145	WP2332	Interleukin-11 Signaling Pathway
TTDC00145	WP2380	BDNF signaling pathway
TTDC00145	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
TTDC00145	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
TTDC00145	WP304	Kit receptor signaling pathway
TTDC00145	WP364	IL-6 signaling pathway
TTDC00145	WP395	IL-4 Signaling Pathway
TTDC00145	WP437	EGF/EGFR Signaling Pathway
TTDC00145	WP477	Cytoplasmic Ribosomal Proteins
TTDC00145	WP481	Insulin Signaling
TTDC00145	WP49	IL-2 Signaling Pathway
TTDC00145	WP524	G13 Signaling Pathway
TTDC00145	WP585	Interferon type I signaling pathways
TTDC00145	WP673	ErbB Signaling Pathway
TTDC00147	WP129	Matrix Metalloproteinases
TTDC00147	WP1794	Cell surface interactions at the vascular wall
TTDC00147	WP1971	Integrated Cancer pathway
TTDC00147	WP1984	Integrated Breast Cancer Pathway
TTDC00147	WP2263	Prostate Cancer
TTDC00147	WP2374	Oncostatin M Signaling Pathway
TTDC00147	WP2435	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
TTDC00147	WP2708	Degradation of collagen
TTDC00147	WP2769	Activation of Matrix Metalloproteinases
TTDC00147	WP2828	Bladder Cancer
TTDC00147	WP366	TGF beta Signaling Pathway
TTDC00148	WP1793	Cell junction organization
TTDC00148	WP1794	Cell surface interactions at the vascular wall
TTDC00148	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TTDC00148	WP1833	Integrin cell surface interactions
TTDC00148	WP1843	L1CAM interactions
TTDC00148	WP185	Integrin-mediated Cell Adhesion
TTDC00148	WP1883	Platelet Adhesion to exposed collagen
